"n_bldgs","res_units","res_area","boro_code","tract"
793,1447,1874015,5,3300
689,861,908840,5,3600
169,1116,1228861,5,3900
2197,4522,4829404,5,4000
693,1180,1183213,5,4700
936,1530,2084283,5,5000
751,1187,1570229,5,5900
818,1294,1509410,5,6400
801,1090,1554230,5,6700
2350,2798,3083425,5,7000
1034,1612,1675750,5,7400
712,1198,1303203,5,7500
448,571,602910,5,7700
942,1751,1938135,5,8100
1059,1557,1760373,5,9601
981,1468,1578252,5,9602
863,1521,1711192,5,9700
1311,1743,2019356,5,10500
2131,2085,2362791,5,11201
2112,2376,2541705,5,11202
550,1367,1275630,5,11401
908,1406,1518531,5,11402
1180,1201,1704759,5,12100
1241,1540,1837687,5,12200
721,1025,1196977,5,12500
1410,1663,1770641,5,12804
1103,884,1061344,5,12805
1201,2556,2732955,5,12806
558,597,785328,5,13201
1645,2248,2620781,5,13203
1491,1946,2336305,5,13204
17,648,559873,5,13301
918,1027,1149541,5,13302
1244,1625,1841936,5,13400
2116,2427,3468450,5,13800
585,961,989507,5,14100
1825,2583,3093251,5,14604
1228,1409,1798439,5,14605
1741,2333,2961759,5,14606
1220,1684,2005909,5,14607
1060,1269,1560676,5,14608
1012,1530,1829810,5,14700
1681,2101,2548799,5,15100
1,0,0,5,15400
2182,2545,3066001,5,15601
1177,1193,1765185,5,15602
1519,1689,2270808,5,15603
906,1135,1324771,5,16901
1505,1816,2595279,5,17005
1733,1783,2428284,5,17007
2155,2636,3539518,5,17008
1278,1730,2380034,5,17009
2399,3085,4151441,5,17010
1264,1796,2180862,5,17011
1330,1664,2030118,5,17012
427,939,1127841,5,17300
1917,1802,3776877,5,17600
2446,2511,5583250,5,17700
1018,1251,2349745,5,18100
571,643,750811,5,18701
1715,2318,2662794,5,18702
1750,2120,2430558,5,18901
1262,1775,2109113,5,18902
654,742,876436,5,19700
2184,2412,4159403,5,19800
995,1285,1446796,5,20100
1348,2051,2032397,5,20700
2132,3370,4979582,5,20801
1888,2643,3748945,5,20803
1594,2068,2918472,5,20804
1236,1699,1882941,5,21300
811,947,1081345,5,22300
3045,2969,4355911,5,22600
63,33,38812,5,22800
1007,1389,1485294,5,23100
832,1080,1122066,5,23900
1784,2129,3602908,5,24401
1344,1719,2647477,5,24402
618,969,932333,5,24700
1460,1822,2413373,5,24800
1569,2117,2593006,5,25100
878,1636,2240330,5,27301
889,1284,1636383,5,27302
450,2799,3114927,5,27702
986,1439,1916579,5,27704
1226,1773,2395662,5,27705
527,1074,1373797,5,27706
801,664,1261778,5,27900
1245,1057,1327043,5,29102
1621,2716,3323946,5,29103
1639,2446,2889102,5,29104
727,1683,1808298,5,30301
1257,2076,2493783,5,30302
356,1082,995187,5,31901
896,1729,1721687,5,31902
304,471,494212,5,32300
