"lon","lat","boro_ct201","avg_price_1y","sd_price_1y","med_price_1y","n_sales_1y","avg_price_3y","sd_price_3y","med_price_3y","n_sales_3y","avg_price_5y","sd_price_5y","med_price_5y","n_sales_5y","year","n_bldgs","res_units","res_area","bldg_age"
-74.08285639,40.64220416,"5000900",259.775042504931,83.8460797927035,247.87108834118,20,211.974681237856,82.9055193335207,197.147651006711,59,204.207333195636,82.3334568134243,190.609375,81,2017,365,843,904721,78.4927113702624
-73.96777472,40.75578801,"1009800",1141.40783979574,577.929241508546,962.365591397849,161,1231.53934466743,641.473754063066,1213.13119395941,562,1132.9204503149,614.524718998735,1037.55511286034,914,2017,308,5976,5253615,97.158940397351
-73.97123161,40.75806566,"1010000",960.710959898628,291.030691667148,1060.57695086569,26,982.832362225308,285.651991053109,1077.66990291262,89,950.499110384704,370.767521580868,1004.82856069637,154,2017,90,1645,1643770,73.5113636363636
-73.97444937,40.75942377,"1010200",2000.81270143564,364.91915517005,1985.3498146522,16,2536.07510444203,1619.08138398348,2175.60217560218,39,2265.60423036685,1320.02258630438,2004.2992978655,64,2017,98,336,486901,73.4105263157895
-73.97767289,40.76077898,"1010400",1382.15952722233,808.762122354599,1360.27397260274,35,1890.16191741921,1190.52845618623,1614.17322834646,133,1933.40568925022,1129.64781277272,1612.5,226,2017,110,2498,5178420,74.2135922330097
-73.98786994,40.7547751,"1011300",1533.68810496619,160.864500130906,1466.72685928304,4,1561.5385707917,197.053057559068,1554.90662694376,16,1507.25738411089,181.971001949417,1454.43771853449,34,2017,103,160,67441,81.2020202020202
-73.96727888,40.76348258,"1011402",1267.90526688083,1335.76319651371,988.95585354829,82,1436.02211355988,3082.39762824177,995.084283638824,245,1285.86302219067,2412.83222498521,950.75544402518,428,2017,169,2051,2851498,102.416666666667
-73.96473353,40.77273604,"1013000",1472.21880690004,1236.94321678634,1195.31065321882,74,1454.4746381659,1198.17454372768,1177.58759379162,197,1467.47483310099,1130.14290723457,1299.30236236234,366,2017,246,3114,7080756,99.5061224489796
-73.95820819,40.77591397,"1014000",1290.06174532136,800.544337526767,1227.8955653293,134,1281.66867738989,797.075211377291,1159.21787709497,365,1327.20695161685,831.587876197294,1184.14540760384,664,2017,287,4672,7020420,98.5070422535211
-73.95607288,40.778841,"1014801",1398.2276606021,597.174731609322,1336.93535825545,37,1361.65892723609,550.997825141083,1318.43106018628,110,1239.83082348508,551.956830590408,1229.14317263576,205,2017,53,1801,2321646,86.5660377358491
-73.94506538,40.79968518,"1018400",563.169700072331,310.446857497495,578.241707260496,11,566.355060818448,236.164055187521,557.607180916469,37,493.782627267549,235.794428929269,479.517513337973,61,2017,157,3268,3119657,42.3605442176871
-73.94761935,40.80196167,"1019000",720.29104335328,328.400969015766,695.812497146414,24,710.93880454643,308.227784522082,783.937618208275,68,632.539507413875,303.106838719865,656.167979002625,129,2017,90,1679,1675104,84.038961038961
-73.93878341,40.80829131,"1020600",637.602408692244,291.482667014942,639.501539203749,20,554.881315946906,263.32286644383,572.796302410036,53,488.292384949832,245.138350568151,477.851677969049,94,2017,277,2086,1629078,95.5679012345679
