"boro_ct201","violation_rate","felony_rate","misdemeanor_rate"
"1000100",0,0,0
"1000201",6.86723348593852,8.82930019620667,28.7769784172662
"1000202",6.01421541826134,8.06451612903226,26.6539092400219
"1000500",0,0,0
"1000600",8.09360429312923,15.3954429488871,25.072578516759
"1000700",5.67270933530645,10.8521395979776,21.4576396596374
"1000800",4.76190476190476,8.55199222546161,21.7687074829932
"1000900",88.9192886456908,175.102599179207,440.492476060192
"1001001",2.78940027894003,7.67085076708508,20.9205020920502
"1001002",8.85901939819765,12.6775622422484,37.574461585459
"1001200",7.0650574035914,25.3164556962025,57.1092140123639
"1001300",22.7729403884796,50.0111632060728,125.251172136638
"1001401",1.99667221297837,5.65723793677205,13.6439267886855
"1001402",10.0647016534867,31.2724658519051,104.601006470165
"1001501",11.4171801377311,16.1290322580645,43.3127944907575
"1001502",8.29320492241841,11.7710005350455,26.8860353130016
"1001600",7.07714083510262,16.6312809624912,32.6728001887238
"1001800",11.2009237875289,29.5612009237875,55.7736720554273
"1002000",6.50803335367094,5.69452918446207,21.3544844417328
"1002100",12.9139072847682,25.6622516556291,69.3708609271523
"1002201",13.5979993748046,17.9743669896843,49.3904345107846
"1002202",12.3343992690726,14.6185472818639,40.6578346276839
"1002400",9.56937799043062,9.56937799043062,27.0518954729481
"1002500",3.08071472581639,6.36681043335387,14.3766687204765
"1002601",15.9066808059385,26.5111346765642,73.1707317073171
"1002602",7.8069552874379,20.1088242252188,38.5616276318902
"1002700",27.6898734177215,44.3037974683544,96.5189873417721
"1002800",8.01236997469778,15.1813325836379,28.5352825414675
"1002900",4.84526414504533,15.7861831822445,40.3251015942482
"1003001",9.1273374888691,54.986642920748,88.3793410507569
"1003002",2.89761751448809,21.5711526078558,53.4449452672247
"1003100",24.7058823529412,95.2941176470588,94.9019607843137
"1003200",5.46514452271071,16.8812241923731,26.1112460529512
"1003300",17.0674941815361,39.7595034910784,95.6167571761055
"1003400",4.68844525105868,23.1397459165154,30.5505142165759
"1003601",9.72590627763041,27.7040966696139,54.8187444739169
"1003602",11.1075848936845,34.5921929546176,45.6997778483021
"1003700",18.389865140989,37.5970576215774,65.7948508377605
"1003800",6.06257442892714,25.8742015805998,40.8141171375988
"1003900",5.80204778156997,17.0648464163823,24.7440273037543
"1004000",2.88983932493353,19.5353138365507,20.9224367125188
"1004100",5.50083152104388,16.5024945631316,33.6446206984777
"1004200",3.10981535471331,16.1321671525753,22.7405247813411
"1004300",7.72833723653396,29.03981264637,45.4332552693208
"1004400",0.665134840972306,3.02334018623776,3.02334018623776
"1004500",19.3661971830986,79.2253521126761,191.021126760563
"1004700",19.0174326465927,51.9017432646593,157.686212361331
"1004800",9.68322036242911,19.9197676027113,37.6262276940102
"1004900",9.91501416430595,56.454876568191,111.493322541481
"1005000",8.30860534124629,26.1127596439169,41.7408506429278
"1005200",20.8333333333333,93.3098591549296,254.988262910798
"1005400",7.05467372134039,32.1869488536155,65.2557319223986
"1005501",5.23311132254995,20.6945765937203,39.4862036156042
"1005502",6.64599025254763,34.5591493132477,46.5219317678334
"1005600",9.93377483443709,25.8880192655027,38.5310054184226
"1005700",7.19165767709457,29.126213592233,75.1528227256383
"1005800",11.1047835990888,54.1002277904328,84.2824601366743
"1005900",2.40696167376412,14.071468246621,18.3299389002037
"1006000",2.21680336954112,11.3056971846597,9.31057415207271
"1006100",4.97702909647779,25.8422664624809,27.947932618683
"1006200",3.6060401171963,11.4942528735632,37.1872887085869
"1006300",4.38871473354232,16.4576802507837,23.8244514106583
"1006400",10.3831891223733,27.070457354759,62.4227441285538
"1006500",7.2557239600129,40.4708158658497,59.0132215414382
"1006600",6.21805792163543,13.96933560477,22.9131175468484
"1006700",5.6766160043948,19.9597143380333,28.9324299578832
"1006800",5.12214342001576,20.2258996585238,30.0761754662464
"1006900",4.34940195723088,28.9960130482059,33.3454150054368
"1007000",4.2836207868335,11.2726862811408,14.090857851426
"1007100",7.55203536562903,42.7334684103887,75.3361576717627
"1007200",7.04062788550323,17.5438596491228,26.0849492151431
"1007300",13.0329847144006,30.5711987127916,46.0176991150442
"1007400",9.72447325769854,37.9717527205372,48.6223662884927
"1007500",3.36619379658572,13.9456600144265,26.4486655446021
"1007600",26.3504611330698,125.164690382082,209.486166007905
"1007700",3.85517934964801,18.1025812939993,28.6624203821656
"1007800",3.57525920629246,9.17649862948397,13.1092837564057
"1007900",7.87933363349842,48.1764970733904,51.7784781629896
"1008000",4.83541007997024,18.0397991445044,22.5032546029384
"1008100",7.20765502671803,29.0791599353796,39.6421026469492
"1008200",8.27713059472716,27.2838749233599,38.9331698344574
"1008300",16.1290322580645,64.0273704789834,89.1984359726295
"1008400",22.5705329153605,129.780564263323,153.605015673981
"1008601",2.29182582123759,6.49350649350649,9.16730328495034
"1008602",0,0,0
"1008603",1.45863721608668,3.54240466763909,3.12565117732861
"1008700",5.36446828652572,27.4534553486904,53.6446828652572
"1008800",5.12382578992314,12.6672359806433,15.2291488756049
"1008900",12.7890679747722,16.9936930623686,33.9873861247372
"1009000",5.83534187492072,9.76785487758468,15.8569072688063
"1009100",10.9454314720812,25.0634517766497,43.4644670050761
"1009200",42.6356589147287,121.816168327796,217.054263565891
"1009300",6.49202733485194,16.628701594533,32.2323462414579
"1009400",0,0,0
"1009500",21.3815789473684,46.7105263157895,80.9210526315789
"1009600",0,0,0
"1009700",6.50842266462481,14.1653905053599,34.0735068912711
"1009800",6.9710224166211,16.6757791142701,25.6971022416621
"1009900",31.3624678663239,115.167095115681,167.095115681234
"1010000",35.140562248996,99.8995983935743,201.305220883534
"1010100",69.8924731182796,297.491039426523,442.652329749104
"1010200",0,0,0
"1010300",12.6336248785228,43.731778425656,62.6822157434402
"1010400",37.2670807453416,285.714285714286,356.107660455487
"1010601",2.3126105291797,6.12161610665216,5.03332879880288
"1010602",4.92307692307692,8.2051282051282,10.6666666666667
"1010800",6.08474388759819,10.0674853412988,11.3950658258657
"1010900",0,0,0
"1011000",4.04519458780862,9.62477332961361,22.1788254986749
"1011100",16.5148063781321,92.5398633257403,146.070615034169
"1011201",28.2258064516129,198.588709677419,281.25
"1011202",0,0,0
"1011203",17.1306209850107,77.8015703069236,169.878658101356
"1011300",0,0,0
"1011401",3.54107648725212,70.8215297450425,60.1983002832861
"1011402",17.5219023779725,121.818940342094,161.034626616604
"1011500",25.1845419018671,128.52800694746,247.937472861485
"1011600",6.77392040643522,13.8300874964719,13.265594129269
"1011700",3.26991676575505,9.51248513674197,12.782401902497
"1011800",4.10630774495266,8.09855138587886,10.1517052583552
"1011900",104.464285714286,437.5,927.678571428571
"1012000",8.5620750440695,33.4928229665072,81.5915386552506
"1012100",13.911620294599,51.7886368950199,92.7051671732523
"1012200",3.57830993669144,17.3410404624277,11.8359482521332
"1012400",1.66373067136426,3.71892738304952,6.65492268545704
"1012500",35.6748804707613,109.231335049651,167.340934166973
"1012600",2.66165648974479,6.49757319555347,12.7602943478942
"1012700",11.2586605080831,26.5588914549654,47.4884526558891
"1012800",2.07336523125997,9.09090909090909,15.9489633173844
"1012900",11.5932427956277,34.9453461411063,47.6979132162968
"1013000",2.86054827175209,14.3027413587604,9.29678188319428
"1013100",20.9517045454545,63.9204545454545,76.3494318181818
"1013200",1.6052880075543,4.24929178470255,5.6657223796034
"1013300",19.1688144329897,49.2912371134021,84.8904639175258
"1013400",3.40075174512261,7.87542509396814,11.0971899051369
"1013500",11.0673135233475,20.4669496664645,47.4530018192844
"1013600",1.10792492179353,4.49687174139729,4.69238790406674
"1013700",11.5901715345387,37.8612270128265,54.0874671611807
"1013800",2.57152041144327,7.7949212471874,13.74156219865
"1013900",8.1019768823593,15.0156638219726,22.0373771200173
"1014000",2.43184436196083,11.6472545757072,19.5827467042109
"1014200",1.79291797400269,11.4298520842671,8.51636037651278
"1014300",0,0,0
"1014401",2.05592105263158,6.37335526315789,4.52302631578947
"1014402",2.22452914133175,7.86000296603885,7.86000296603885
"1014500",11.0068567304222,24.3594370263443,56.6582461205341
"1014601",2.80767430978007,10.0608329433786,7.72110435189518
"1014602",2.53036437246964,8.60323886639676,16.3208502024291
"1014700",8.34845735027223,21.0526315789474,63.1578947368421
"1014801",3.49283967865875,25.148445686343,24.4498777506112
"1014802",5.37786583639966,22.6436456269459,55.0523634305123
"1014900",5.13522766175967,12.6668948990072,42.7935638479973
"1015001",1.743679163034,3.487358326068,6.10287707061901
"1015002",3.4945742137208,7.90877322052603,5.33382379988964
"1015100",9.39080183000241,12.5210691066699,27.8112208042379
"1015200",4.12371134020619,9.75945017182131,9.75945017182131
