gid,boro_ct201,total_population,MRR2010,MRR20pctthreshold,strategy_code,race_total,race_white,race_black,race_native_american,race_asian,race_hawaiian,race_other,race_hispanic,language_total_pop,Total 5+,Speak only English,Speak a Language Other than English at Home,Spanish,French (incl. Cajun),Haitian,Italian,Portuguese,German,"Yiddish, Pennsylvania Dutch or other West Germanic languages",Greek,Russian,Polish,Serbo-Croatian,Ukrainian or other Slavic languages,Armenian,"Persian (incl. Farsi, Dari)",Gujarati,Hindi,Urdu,Punjabi,Bengali,"Nepali, Marathi, or other Indic languages",Other Indo-European languages,Telugu,Tamil,"Malayalam, Kannada, or other Dravidian languages","Chinese (incl. Mandarin, Cantonese)",Japanese,Korean,Hmong,Vietnamese,Khmer,"Thai, Lao, or other Tai-Kadai languages",Other languages of Asia,Tagalog (incl. Filipino),"Ilocano, Samoan, Hawaiian, or other Austronesian languages",Arabic,Hebrew,"Amharic, Somali, or other Afro-Asiatic languages","Yoruba, Twi, Igbo, or other languages of Western Africa","Swahili or other languages of Central, Eastern, and Southern Africa",Navajo,Other Native languages of North America,Other and unspecified languages,foreign_born_total,foreign_born_native,foreign_born_foreign,own_vs_rent_total,own_vs_rent_owner,own_vs_rent_rent,hosehold_size_total,household_size_owner_occupied,household_size_renter_occupied,internet_total,internet_subscription,internet_no_subscription,internet_no_access,age_total,age_less_5,age_6_15,age_16_64,age_64_over,median_income,pc_below_poverty,income_houses_total,homes_below_poverty,english_total_households,english_english,english_spanish,english_european,english_asian,english_other,bilingual,Geographic Area Name,Estimate!!Total!!Subject!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 18 to 64 years,Estimate!!Total!!Subject!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 18 to 64 years,Estimate!!Total!!Subject!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 18 to 64 years,Estimate!!Total!!Subject!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years,Estimate!!Total!!Subject!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years,Estimate!!Total!!Subject!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 18 to 64 years,hearing_difficulty,vision_difficulty,cognative_difficulty,ambulatory_difficulty,self_care_difficulty,independent_living_difficulty,resp_2010,CRRALL,CRRINT,DRRALL,DRRINT,HISTORIC_RESP_RATE,county,boro_number,diff_2020_2010
36005014400,2014400,5513,72.5,1,2,5513,125,1649,0,114,0,83,3512,5417,5125,2760,2990,2710,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5513,4346,1167,2289,311,1978,2.4,4.01,2.15,2289,1449,162,678,5513,353,798,3828,867,22970,53.3,2289,1220.037,2289,2015,272,2,0,0,1049,"Census Tract 144, Bronx County, New York",3248,3248,3248,3248,3248,3248,3248,3248,3248,3248,3248,3248,68.7,50.7,29.5,0.4,0.2,61.7714,5,2,18
36005021301,2021301,1361,78.4,0,1,1361,72,210,0,0,13,0,1066,1160,1075,350,1075,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1361,829,532,449,76,373,3.03,3.17,3,449,343,9,97,1361,71,224,1065,102,24970,50.1,449,224.949,449,362,87,0,0,0,240,"Census Tract 213.01, Bronx County, New York",845,845,845,845,845,845,845,845,845,845,845,845,72.5,48.1,40.6,0,0,67,5,2,24.4
36005014500,2014500,8004,69.2,1,3,8004,109,2915,46,6,0,20,4908,7919,7045,2580,6095,5110,245,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,0,0,0,55,8004,6025,1979,2380,90,2290,3.25,2.49,3.28,2380,1572,197,611,8004,825,1509,5599,620,29242,39.9,2380,949.62,2380,1817,503,0,0,60,1085,"Census Tract 145, Bronx County, New York",4583,4583,4583,4583,4583,4583,4583,4583,4583,4583,4583,4583,65.3,50.6,30.5,0.4,0.3,60,5,2,14.7
36005016600,2016600,2364,69.4,1,0,2364,586,53,0,120,0,55,1527,2324,2220,1000,1525,1270,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,20,0,35,0,25,0,0,20,50,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2364,1930,434,773,548,225,3.04,3,3.13,773,606,33,134,2364,187,221,1802,300,64792,17.4,773,134.502,773,681,82,10,0,0,410,"Census Tract 166, Bronx County, New York",1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,63,46.9,39,0.1,0,58,5,2,16.1
36005019400,2019400,2334,67.7,1,3,2334,383,239,51,69,3,0,1522,2291,2100,970,1340,1190,0,0,45,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,2334,1885,449,733,230,503,3.17,3.66,2.95,733,589,6,138,2334,153,348,1822,216,52250,33.3,733,244.089,733,672,61,0,0,0,430,"Census Tract 194, Bronx County, New York",1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508,59.2,42.5,27.7,0.4,0.2,58,5,2,16.7
36005022901,2022901,5866,68.8,1,3,5866,134,1902,36,65,27,42,3486,5922,5290,1645,5140,4345,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,100,365,0,0,0,0,5866,3118,2748,1970,79,1891,2.98,3.48,2.96,1970,1219,122,629,5866,678,985,4413,396,28889,45.7,1970,900.29,1970,1624,334,0,0,12,965,"Census Tract 229.01, Bronx County, New York",3501,3501,3501,3501,3501,3501,3501,3501,3501,3501,3501,3501,62.9,45.6,30.5,0.3,0,58,5,2,17.3
36005013200,2013200,7191,65.6,1,2,7191,2030,1320,0,139,0,0,3702,7202,6730,3240,3970,2990,0,0,145,0,0,0,70,0,285,0,0,0,0,0,0,185,0,35,0,0,0,0,100,120,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,7191,6610,581,2483,1734,749,2.89,2.95,2.75,2483,2018,158,307,7191,677,773,5011,1025,116013,11.7,2483,290.511,2483,2349,0,104,30,0,1183,"Census Tract 132, Bronx County, New York",4582,4582,4582,4582,4582,4582,4582,4582,4582,4582,4582,4582,58.7,43,26.1,0.2,0,53,5,2,15.7
36005020100,2020100,4254,74.2,0,3,4254,172,1285,0,18,0,0,2779,4909,4495,1020,5090,4545,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,105,0,0,285,0,0,0,0,4254,2407,1847,1296,9,1287,3.13,3.22,3.13,1296,841,83,372,4254,368,718,3127,458,32188,41.2,1296,533.952,1296,1010,280,6,0,0,642,"Census Tract 201, Bronx County, New York",2474,2474,2474,2474,2474,2474,2474,2474,2474,2474,2474,2474,70.1,51.9,29.5,0.3,0.1,64,5,2,18.2
36005008900,2008900,3200,79.5,0,3,3200,30,672,0,4,0,0,2494,3373,3135,1010,2915,2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,2185,1015,1155,62,1093,2.77,2.05,2.81,1155,658,32,465,3200,240,480,2291,409,24816,50.2,1155,579.81,1155,813,342,0,0,0,635,"Census Tract 89, Bronx County, New York",1839,1839,1839,1839,1839,1839,1839,1839,1839,1839,1839,1839,72.9,51.6,28.1,0.3,0.1,73,5,2,21.3
36005009800,2009800,4824,71.3,1,1,4824,149,1082,0,226,0,128,3221,5189,4960,2245,3450,3270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,70,0,55,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4824,3551,1273,1682,783,899,2.85,3.44,2.34,1682,1389,38,255,4824,177,660,3613,766,64500,19.1,1682,321.262,1682,1441,229,0,0,12,834,"Census Tract 98, Bronx County, New York",3011,3011,3011,3011,3011,3011,3011,3011,3011,3011,3011,3011,67.6,45.8,38.6,0,0,59,5,2,21.8
36005012500,2012500,4195,72.7,1,1,4195,46,1422,0,119,0,0,2595,4510,4070,1610,3605,3355,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,4195,2630,1565,1348,223,1125,3.11,3.36,3.06,1348,998,35,315,4195,487,509,3042,360,32500,38.7,1348,521.676,1348,1110,222,0,16,0,709,"Census Tract 125, Bronx County, New York",2625,2625,2625,2625,2625,2625,2625,2625,2625,2625,2625,2625,66.1,44.9,39.6,0.2,0.1,63,5,2,21.2
36005014900,2014900,4769,72.9,1,3,4769,139,1577,0,0,0,16,3016,4423,4060,1435,3650,3095,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,255,0,0,0,0,4769,2753,2016,1623,155,1468,2.78,3.46,2.71,1623,1122,87,414,4769,347,735,3786,384,28008,47.9,1623,777.417,1623,1351,203,37,0,32,870,"Census Tract 149, Bronx County, New York",2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,65.3,53.4,29.4,0.2,0.1,62,5,2,11.9
36005019700,2019700,7165,75.1,0,3,7165,90,1397,0,470,0,23,5162,7489,7005,1340,8550,6965,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0,0,0,0,7165,3034,4131,2250,16,2234,3.18,6.38,3.16,2250,1662,36,552,7165,452,1415,5540,480,31225,45.2,2250,1017,2250,1392,755,103,0,0,916,"Census Tract 197, Bronx County, New York",4631,4631,4631,4631,4631,4631,4631,4631,4631,4631,4631,4631,71.3,53.9,33.9,0.3,0.2,69,5,2,17.4
36005022000,2022000,2243,65.8,1,1,2243,45,476,0,175,0,0,1538,2410,2180,700,2175,1770,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,2243,1500,743,676,13,663,2.92,3.46,2.9,676,398,40,238,2243,152,401,1668,187,32222,41.6,676,281.216,676,495,125,42,14,0,396,"Census Tract 220, Bronx County, New York",1417,1417,1417,1417,1417,1417,1417,1417,1417,1417,1417,1417,61.1,39.4,33.8,0.1,0,52,5,2,21.7
36005022702,2022702,1617,72.9,1,3,1617,0,355,12,92,0,28,1120,1534,1435,315,1425,1205,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,75,0,0,0,0,1617,862,755,577,4,573,2.8,5,2.79,577,444,4,129,1617,101,209,1271,132,30337,49.4,577,285.038,577,483,85,3,0,6,330,"Census Tract 227.02, Bronx County, New York",1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,70.2,52.2,31.5,0.2,0.2,65.1576,5,2,18
36005023100,2023100,1602,65.5,1,1,1602,62,664,0,0,0,0,876,1570,1450,340,1500,1160,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,1602,864,738,455,29,426,3.08,4.34,2.99,455,306,28,121,1602,94,200,1267,125,28365,47,455,213.85,455,282,153,0,0,20,205,"Census Tract 231, Bronx County, New York",1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,61.1,45.5,38.1,0.6,0.4,56,5,2,15.6
36005023501,2023501,3182,74.6,0,3,3182,25,132,0,17,0,16,2988,3235,2875,590,3695,3370,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,3182,1651,1531,1118,0,1118,2.85,-,2.85,1118,709,17,392,3182,333,406,2239,331,22315,50.6,1118,565.708,1118,714,385,10,9,0,545,"Census Tract 235.01, Bronx County, New York",2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,70,55,36.2,0.2,0.1,67,5,2,15
36005001600,2001600,5917,74.9,0,3,5917,220,1992,0,0,0,102,3603,6115,5670,1845,5205,4250,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,0,0,0,0,5917,4095,1822,1982,283,1699,2.86,3.01,2.83,1982,1481,81,420,5917,313,880,4178,989,35802,32.7,1982,648.114,1982,1702,257,23,0,0,1068,"Census Tract 16, Bronx County, New York",3356,3356,3356,3356,3356,3356,3356,3356,3356,3356,3356,3356,69.5,55.8,30.5,0.1,0,66,5,2,13.7
36005003100,2003100,1703,72.8,1,1,1703,23,417,0,35,0,0,1228,1675,1575,320,1720,1525,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,1703,1045,658,597,125,472,2.85,3.13,2.78,597,379,41,177,1703,105,252,1327,116,44583,32.5,597,194.025,597,473,119,0,5,0,318,"Census Tract 31, Bronx County, New York",1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,67,57.8,52.6,0.2,0.1,62,5,2,9.2
36005003800,2003800,1434,68.1,1,3,1434,0,468,0,7,0,0,959,1437,1350,665,805,785,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1434,1190,244,411,127,284,3.49,4.51,3.03,411,305,6,100,1434,98,204,1050,211,41438,35.3,411,145.083,411,378,33,0,0,0,248,"Census Tract 38, Bronx County, New York",883,883,883,883,883,883,883,883,883,883,883,883,63.3,45.6,29.3,0,0,57,5,2,17.7
36005004100,2004100,5517,74,0,3,5517,87,1129,0,41,0,0,4245,5946,5450,1755,5150,4885,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5517,3922,1595,2056,105,1951,2.66,3.44,2.62,2056,1417,19,620,5517,410,977,4294,455,18942,60.4,2056,1241.824,2056,1382,590,0,27,57,975,"Census Tract 41, Bronx County, New York",3414,3414,3414,3414,3414,3414,3414,3414,3414,3414,3414,3414,67.9,50.6,26.8,0.1,0,63,5,2,17.3
36005011900,2011900,5557,75.8,0,3,5557,193,1475,19,11,0,37,3787,5474,5010,1605,5145,4770,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,5557,3587,1970,1920,107,1813,2.88,3.06,2.87,1920,1336,23,561,5557,354,1031,4202,554,28364,44.9,1920,862.08,1920,1297,603,12,0,8,809,"Census Tract 119, Bronx County, New York",3436,3436,3436,3436,3436,3436,3436,3436,3436,3436,3436,3436,70.2,53.6,29.8,0.2,0.1,68,5,2,16.6
36005011502,2011502,4437,70.7,1,3,4437,32,1627,0,9,0,33,2736,4568,4085,1260,4125,3570,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,4437,2835,1602,1250,70,1180,3.28,4.73,3.2,1250,873,37,340,4437,487,846,3172,351,23345,53.9,1250,673.75,1250,869,372,0,0,9,528,"Census Tract 115.02, Bronx County, New York",2503,2503,2503,2503,2503,2503,2503,2503,2503,2503,2503,2503,62.9,46,27.7,0.2,0.1,57,5,2,16.9
36005014100,2014100,5865,74.7,0,3,5865,62,2334,0,14,0,8,3339,5795,5195,1685,4930,4260,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,0,0,0,5865,3867,1998,2182,145,2037,2.64,2.36,2.66,2182,1600,95,487,5865,521,997,4272,518,31311,43.6,2182,951.352,2182,1661,390,44,14,73,874,"Census Tract 141, Bronx County, New York",3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,3605,68.7,52.4,34,0.2,0.1,64.9447,5,2,16.3
36005015100,2015100,5029,68,1,3,5029,65,2271,0,0,0,0,2677,5086,4685,1265,5005,3880,210,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,0,0,0,0,5029,2875,2154,1732,285,1447,2.88,3.46,2.76,1732,1304,47,381,5029,396,816,3754,486,33700,41.5,1732,718.78,1732,1291,397,0,0,44,826,"Census Tract 151, Bronx County, New York",3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,3087,58.9,44.7,28,0.3,0,58,5,2,14.2
36005015300,2015300,4885,66.4,1,3,4885,16,2288,0,111,0,0,2470,4847,4465,1630,3720,3015,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,65,405,0,0,0,0,4885,3288,1597,1586,244,1342,3.07,3.91,2.92,1586,1064,36,486,4885,550,748,3411,428,17438,56.9,1586,902.434,1586,1360,197,12,0,17,798,"Census Tract 153, Bronx County, New York",2961,2961,2961,2961,2961,2961,2961,2961,2961,2961,2961,2961,59.5,45.9,27.9,0.1,0.1,57,5,2,13.6
36005015500,2015500,2884,77.1,0,3,2884,10,667,0,59,0,8,2140,3016,2720,725,2645,2420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,2884,1655,1229,1111,76,1035,2.6,2.64,2.59,1111,756,32,323,2884,246,468,2126,324,19850,59.5,1111,661.045,1111,812,241,10,17,31,579,"Census Tract 155, Bronx County, New York",1796,1796,1796,1796,1796,1796,1796,1796,1796,1796,1796,1796,71.1,51.4,29.5,0.4,0.3,66,5,2,19.7
36005023600,2023600,1904,60.3,1,1,1904,612,178,0,110,0,0,1003,2110,1910,650,1680,990,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,40,0,65,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,60,0,0,0,0,1904,1329,575,606,97,509,3.08,3.75,2.95,606,389,28,189,1904,168,281,1334,231,30625,45,606,272.7,606,431,113,30,3,29,276,"Census Tract 236, Bronx County, New York",1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,51.5,39.9,35.5,0.1,0.1,49,5,2,11.6
36005024300,2024300,5630,73,1,3,5630,55,1560,0,57,0,23,3922,5446,5005,1470,5195,4770,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5630,3877,1753,2004,72,1932,2.81,2.86,2.8,2004,1275,168,561,5630,522,881,4257,434,23873,51.7,2004,1036.068,2004,1539,449,16,0,0,867,"Census Tract 243, Bronx County, New York",3462,3462,3462,3462,3462,3462,3462,3462,3462,3462,3462,3462,69.2,49.7,29.7,0.4,0.1,64,5,2,19.5
36005004400,2004400,4607,77.4,0,3,4607,187,1642,0,102,0,9,2643,4446,4110,2085,2540,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4607,3862,745,1641,83,1558,2.69,2.39,2.7,1641,1116,50,475,4607,383,713,3266,657,20884,58.8,1641,964.908,1641,1371,258,12,0,0,729,"Census Tract 44, Bronx County, New York",2584,2584,2584,2584,2584,2584,2584,2584,2584,2584,2584,2584,75.4,55.2,31.4,0.4,0.3,72,5,2,20.2
36005004800,2004800,4680,72.2,1,3,4680,57,992,57,0,0,0,3496,4536,4115,950,4790,4445,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,4680,2593,2087,1407,91,1316,3.31,4.66,3.22,1407,948,116,343,4680,497,460,3735,200,33644,36.7,1407,516.369,1407,1044,313,29,0,21,819,"Census Tract 48, Bronx County, New York",3332,3332,3332,3332,3332,3332,3332,3332,3332,3332,3332,3332,68,49,26.9,0.4,0.2,64,5,2,19
36005005902,2005902,2532,80.2,0,3,2532,140,595,0,39,0,81,1617,2757,2680,900,2655,2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,40,0,0,10,0,0,0,0,2532,1486,1046,1017,241,776,2.49,1.61,2.76,1017,796,25,196,2532,92,366,1900,344,29800,37.6,1017,382.392,1017,804,207,0,0,6,366,"Census Tract 59.02, Bronx County, New York",1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,74.8,53.2,32.5,0.5,0.3,73,5,2,21.6
36005008300,2008300,6519,76,0,3,6519,131,1095,0,348,0,18,4884,6575,6015,1165,7075,5965,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,6519,3887,2632,2058,267,1791,3.16,3.77,3.07,2058,1629,47,382,6519,666,828,4977,510,29939,44.9,2058,924.042,2058,1415,524,38,48,33,1122,"Census Tract 83, Bronx County, New York",4232,4232,4232,4232,4232,4232,4232,4232,4232,4232,4232,4232,67.3,48.3,30.1,0.3,0.1,71,5,2,19
36005008400,2008400,2780,59.8,1,3,2780,67,788,90,232,0,0,1577,2809,2655,1010,2200,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,150,0,0,0,0,2780,1984,796,743,505,238,3.74,4.21,2.76,743,618,41,84,2780,225,398,2087,306,83605,12.7,743,94.361,743,706,37,0,0,0,494,"Census Tract 84, Bronx County, New York",1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783,54.9,38.7,26.1,0,0,48,5,2,16.2
36005016900,2016900,1513,69.3,1,1,1513,31,726,0,0,0,0,756,1440,1350,665,940,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,1513,1007,506,493,98,395,2.57,2.56,2.57,493,341,22,130,1513,134,209,1036,168,28601,46.3,493,228.259,493,395,83,0,0,15,206,"Census Tract 169, Bronx County, New York",966,966,966,966,966,966,966,966,966,966,966,966,65.1,45,38.4,0.4,0.2,60,5,2,20.1
36005017300,2017300,5689,74.3,0,3,5689,83,1204,0,154,0,0,4192,5615,5495,1430,5760,5185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,35,0,0,0,40,0,0,0,0,0,0,0,0,80,0,0,0,0,5689,3518,2171,2110,144,1966,2.66,3.02,2.64,2110,1302,122,686,5689,116,790,4316,783,20464,58.9,2110,1242.79,2110,1532,542,36,0,0,983,"Census Tract 173, Bronx County, New York",3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,69.8,52.3,27.9,0.4,0.2,65,5,2,17.5
36005024600,2024600,2082,68.6,1,0,2082,875,103,0,292,0,0,812,2365,2295,910,1895,815,0,0,170,0,0,0,20,0,0,0,0,0,0,0,0,30,0,45,0,145,0,0,0,75,0,0,0,255,0,0,0,100,0,240,0,0,0,0,0,0,0,2082,1560,522,725,359,366,2.87,2.79,2.95,725,524,39,162,2082,49,188,1638,341,62529,21.9,725,158.775,725,611,22,52,14,26,393,"Census Tract 246, Bronx County, New York",1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,62.3,46.7,41.2,0,0,57,5,2,15.6
36005025000,2025000,2582,69.5,1,2,2582,1302,43,28,363,0,0,846,2716,2545,1090,1975,710,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,575,0,0,0,340,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2582,1743,839,980,522,458,2.63,2.96,2.25,980,727,51,202,2582,192,376,1778,519,77000,17.4,980,170.52,980,850,28,52,50,0,486,"Census Tract 250, Bronx County, New York",1441,1441,1441,1441,1441,1441,1441,1441,1441,1441,1441,1441,61.1,45.7,24.7,0.2,0.2,57,5,2,15.4
36005025200,2025200,2711,66.9,1,0,2711,1115,110,0,371,0,0,1031,2780,2605,1090,1945,975,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,60,0,0,0,65,0,0,0,155,0,0,0,175,0,190,0,0,0,0,0,0,0,2711,1908,803,915,406,509,2.96,3.4,2.61,915,739,73,103,2711,114,331,1997,424,74712,12.5,915,114.375,915,830,25,43,5,12,535,"Census Tract 252, Bronx County, New York",1771,1771,1771,1771,1771,1771,1771,1771,1771,1771,1771,1771,60.2,47.5,42.6,0,0,55,5,2,12.7
36005025700,2025700,1969,74,0,1,1969,36,267,0,6,0,26,1627,1941,1805,445,2060,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1969,1070,899,691,39,652,2.85,8.26,2.53,691,587,23,81,1969,114,147,1628,131,42679,27.2,691,187.952,691,472,219,0,0,0,305,"Census Tract 257, Bronx County, New York",1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,69.9,57.2,50.1,0.1,0.1,65,5,2,12.7
36005027700,2027700,4883,76.5,0,1,4883,470,461,81,149,0,60,3619,5674,5250,1215,5585,4960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,185,0,0,0,0,185,4883,2991,1892,1734,144,1590,2.81,3.92,2.71,1734,1364,16,354,4883,383,849,3433,595,28529,45.6,1734,790.704,1734,1364,325,0,0,45,925,"Census Tract 277, Bronx County, New York",2861,2861,2861,2861,2861,2861,2861,2861,2861,2861,2861,2861,70.8,53.5,46.4,0.2,0.1,69,5,2,17.3
36005028500,2028500,3527,73.6,0,0,3527,1705,107,0,461,0,14,1200,3377,3085,1150,2300,1320,0,0,60,0,0,0,25,260,0,0,0,0,85,0,0,0,0,0,0,95,0,0,0,285,190,25,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,3527,2183,1344,1599,298,1301,2.21,2.05,2.24,1599,1339,14,246,3527,217,204,2713,474,57572,29.1,1599,465.309,1599,1490,35,64,10,0,875,"Census Tract 285, Bronx County, New York",2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,66.2,53.8,47.1,0,0,67,5,2,12.4
36005028600,2028600,1116,62,1,0,1116,560,14,0,226,0,0,288,1284,1160,590,705,375,0,0,40,0,0,0,0,90,0,0,0,0,0,0,0,0,15,60,0,80,0,0,0,0,0,0,0,0,0,0,0,25,0,20,0,0,0,0,0,0,0,1116,809,307,458,236,222,2.44,2.7,2.15,458,399,0,59,1116,83,146,837,139,81607,15.1,458,69.158,458,398,22,20,18,0,219,"Census Tract 286, Bronx County, New York",738,738,738,738,738,738,738,738,738,738,738,738,53.4,43.6,36.8,0,0,48,5,2,9.8
