gid,boro_ct201,total_population,MRR2010,MRR20pctthreshold,strategy_code,race_total,race_white,race_black,race_native_american,race_asian,race_hawaiian,race_other,race_hispanic,language_total_pop,Total 5+,Speak only English,Speak a Language Other than English at Home,Spanish,French (incl. Cajun),Haitian,Italian,Portuguese,German,"Yiddish, Pennsylvania Dutch or other West Germanic languages",Greek,Russian,Polish,Serbo-Croatian,Ukrainian or other Slavic languages,Armenian,"Persian (incl. Farsi, Dari)",Gujarati,Hindi,Urdu,Punjabi,Bengali,"Nepali, Marathi, or other Indic languages",Other Indo-European languages,Telugu,Tamil,"Malayalam, Kannada, or other Dravidian languages","Chinese (incl. Mandarin, Cantonese)",Japanese,Korean,Hmong,Vietnamese,Khmer,"Thai, Lao, or other Tai-Kadai languages",Other languages of Asia,Tagalog (incl. Filipino),"Ilocano, Samoan, Hawaiian, or other Austronesian languages",Arabic,Hebrew,"Amharic, Somali, or other Afro-Asiatic languages","Yoruba, Twi, Igbo, or other languages of Western Africa","Swahili or other languages of Central, Eastern, and Southern Africa",Navajo,Other Native languages of North America,Other and unspecified languages,foreign_born_total,foreign_born_native,foreign_born_foreign,own_vs_rent_total,own_vs_rent_owner,own_vs_rent_rent,hosehold_size_total,household_size_owner_occupied,household_size_renter_occupied,internet_total,internet_subscription,internet_no_subscription,internet_no_access,age_total,age_less_5,age_6_15,age_16_64,age_64_over,median_income,pc_below_poverty,income_houses_total,homes_below_poverty,english_total_households,english_english,english_spanish,english_european,english_asian,english_other,bilingual,Geographic Area Name,Estimate!!Total!!Subject!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 18 to 64 years,Estimate!!Total!!Subject!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 18 to 64 years,Estimate!!Total!!Subject!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 18 to 64 years,Estimate!!Total!!Subject!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years,Estimate!!Total!!Subject!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years,Estimate!!Total!!Subject!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 18 to 64 years,hearing_difficulty,vision_difficulty,cognative_difficulty,ambulatory_difficulty,self_care_difficulty,independent_living_difficulty,resp_2010,CRRALL,CRRINT,DRRALL,DRRINT,HISTORIC_RESP_RATE,county,boro_number,diff_2020_2010
36005043000,2043000,3551,62.4,1,2,3551,53,2463,10,194,0,223,459,3648,3450,2710,755,320,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,3551,1998,1553,1012,654,358,3.51,3.52,3.49,1012,823,63,126,3551,177,323,2605,554,63214,22.2,1012,224.664,1012,1001,0,11,0,0,344,"Census Tract 430, Bronx County, New York",2279,2279,2279,2279,2279,2279,2279,2279,2279,2279,2279,2279,55.1,44.4,27.4,0.1,0,49,5,2,10.7
36005043100,2043100,10627,72.1,1,3,10627,512,1736,0,1396,0,0,6576,10265,9530,2430,10254,7950,0,0,0,0,0,0,0,0,0,0,0,0,0,4,310,70,0,895,0,0,0,0,0,110,0,0,0,190,0,0,0,155,0,155,0,0,415,0,0,0,0,10627,5941,4686,3549,195,3354,2.87,2.01,2.92,3549,2340,190,1019,10627,747,1481,8151,1344,32960,37.7,3549,1337.973,3549,2906,467,46,88,42,1970,"Census Tract 431, Bronx County, New York",6422,6422,6422,6422,6422,6422,6422,6422,6422,6422,6422,6422,68.38408,54.481,33.83376,0.34724,0.24724,63.0155,5,2,13.90308
36005044901,2044901,1631,70.6,1,2,1631,1260,131,0,27,0,0,182,1550,1505,1285,160,75,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631,1237,394,823,339,484,1.98,2.32,1.75,823,635,42,146,1631,52,119,1152,378,61827,23.8,823,195.874,823,816,0,7,0,0,127,"Census Tract 449.01, Bronx County, New York",1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,63.1,46.9,25.8,0.1,0,59,5,2,16.2
36005046201,2046201,28272,74.1,0,2,28272,2534,16279,0,848,0,80,8156,28937,28095,17760,13230,10845,0,30,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,575,1225,0,0,0,0,28272,21010,7262,12827,5387,7440,2.11,2.17,2.06,12827,9334,708,2785,28272,927,2927,18186,7634,50179,22.5,12827,2886.075,12827,11416,1051,317,0,43,3288,"Census Tract 462.01, Bronx County, New York",15874,15874,15874,15874,15874,15874,15874,15874,15874,15874,15874,15874,72.41938,63.22722,31.78269,0.2501,0.10001,66,5,2,9.19216
36005046202,2046202,9915,59.7,1,2,9915,119,6066,122,104,0,138,3284,9690,9165,6445,3340,2585,0,125,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,290,9915,6523,3392,2705,980,1725,3.38,3.82,3.14,2705,2010,214,481,9915,591,1515,6992,1607,50375,31.7,2705,857.485,2705,2541,134,0,30,0,1083,"Census Tract 462.02, Bronx County, New York",5538,5538,5538,5538,5538,5538,5538,5538,5538,5538,5538,5538,54.6987,41.58902,27.09268,0.19634,0.1,50,5,2,13.10968
36005022500,2022500,8271,73.2,0,3,8271,148,1659,0,149,0,0,6315,8570,7670,1495,9270,7655,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,115,0,0,0,0,845,0,0,0,150,8271,4056,4215,2328,67,2261,3.19,4.91,3.14,2328,1744,17,567,8271,794,1305,6123,666,35137,35.2,2328,819.456,2328,1850,445,12,21,0,1409,"Census Tract 225, Bronx County, New York",5072,5072,5072,5072,5072,5072,5072,5072,5072,5072,5072,5072,66.9,50.5,32,0.3,0.2,63,5,2,16.4
36005022800,2022800,6096,71.7,1,1,6096,1086,995,0,760,0,0,2942,6023,5710,1575,5590,3465,105,0,0,70,0,0,0,80,0,0,0,0,0,0,0,85,0,0,0,440,0,0,0,0,0,40,0,430,0,100,0,0,0,235,0,0,540,0,0,0,0,6096,4217,1879,2332,241,2091,2.61,3.32,2.53,2332,1758,125,449,6096,265,788,4763,653,53735,19.8,2332,461.736,2332,1957,211,65,44,55,1311,"Census Tract 228, Bronx County, New York",4009,4009,4009,4009,4009,4009,4009,4009,4009,4009,4009,4009,65.1,53.9,47.5,0.1,0,60,5,2,11.2
36005023200,2023200,2711,65.5,1,3,2711,700,255,14,106,0,25,1571,2804,2635,995,2270,1590,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,70,55,160,0,0,0,0,0,0,0,2711,1810,901,809,330,479,3.33,3.34,3.32,809,569,48,192,2711,182,440,1911,425,54539,23.2,809,187.688,809,707,67,22,5,8,483,"Census Tract 232, Bronx County, New York",1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,58.7,39.9,25.4,0.1,0.1,55,5,2,18.8
36005004600,2004600,1817,72.8,1,1,1817,100,635,0,0,0,0,1066,1876,1790,880,1275,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1817,1403,414,706,161,545,2.57,2.05,2.73,706,577,23,106,1817,104,347,1291,242,32750,45.5,706,321.23,706,653,53,0,0,0,317,"Census Tract 46, Bronx County, New York",1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,69.3,54.6,42.6,0.1,0,61,5,2,14.7
36005006000,2006000,1451,77.1,0,3,1451,9,257,0,33,0,45,1107,1328,1240,420,1100,1025,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,1451,809,642,385,31,354,3.77,7.03,3.48,385,328,0,57,1451,112,154,1109,198,33828,39.7,385,152.845,385,317,68,0,0,0,230,"Census Tract 60, Bronx County, New York",939,939,939,939,939,939,939,939,939,939,939,939,71.7,47.4,28.4,0.7,0.2,60.8414,5,2,24.3
36005007000,2007000,4584,62.3,1,1,4584,113,1103,0,571,0,63,2550,4899,4545,1515,4390,3535,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,4584,2385,2199,1296,284,1012,3.49,4.42,3.23,1296,1000,75,221,4584,352,573,3272,575,39662,26.7,1296,346.032,1296,1014,238,15,0,29,649,"Census Tract 70, Bronx County, New York",2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,58.2,35.1,29,0.3,0.2,52,5,2,23.1
36005007300,2007300,4314,74.7,0,3,4314,75,1085,0,0,102,54,2987,4139,3735,1085,4010,3515,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,235,0,0,0,35,4314,2862,1452,1428,24,1404,2.98,5.21,2.95,1428,821,46,561,4314,392,704,3196,291,20595,58.5,1428,835.38,1428,1120,271,17,0,20,720,"Census Tract 73, Bronx County, New York",2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,71,52.6,30.4,0.3,0.3,69,5,2,18.4
36005007400,2007400,3314,76.1,0,2,3314,69,940,0,0,0,22,2218,3466,3310,1660,2090,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3314,2696,618,1326,465,861,2.5,2.86,2.3,1326,984,53,289,3314,157,434,2303,595,38490,36.1,1326,478.686,1326,1222,104,0,0,0,609,"Census Tract 74, Bronx County, New York",2043,2043,2043,2043,2043,2043,2043,2043,2043,2043,2043,2043,72.7,58.1,30.9,0.1,0,66,5,2,14.6
36005007500,2007500,6112,77.8,0,3,6112,44,2045,79,40,0,0,3892,6039,5605,2620,3860,3645,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,6112,5091,1021,2296,296,2000,2.65,2.66,2.65,2296,1569,61,666,6112,465,1149,4425,664,30577,43.3,2296,994.168,2296,2064,222,0,0,10,1188,"Census Tract 75, Bronx County, New York",3566,3566,3566,3566,3566,3566,3566,3566,3566,3566,3566,3566,73,52.8,32.5,0.3,0.1,71,5,2,20.2
36005007700,2007700,2022,74.6,0,3,2022,56,448,0,14,0,0,1504,2087,1905,560,1975,1795,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,2022,1209,813,605,151,454,3.25,2.88,3.37,605,452,24,129,2022,173,328,1474,192,39934,39.9,605,241.395,605,441,155,9,0,0,294,"Census Tract 77, Bronx County, New York",1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,69.8,54.1,30.7,0.5,0.2,64,5,2,15.7
36005009200,2009200,6091,69.5,1,1,6091,234,939,0,1088,0,386,3142,6202,5540,2175,4660,3335,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,0,0,0,0,0,100,0,0,0,0,0,0,0,40,0,55,0,0,115,0,0,0,0,6091,3709,2382,1833,462,1371,3.32,4.18,3.03,1833,1516,86,231,6091,585,607,4678,491,46421,29.3,1833,537.069,1833,1654,131,48,0,0,1142,"Census Tract 92, Bronx County, New York",4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,4089,63.3,47.6,41.4,0.2,0.1,57,5,2,15.7
36005012701,2012701,1832,76.5,0,3,1832,49,277,23,65,0,0,1418,1982,1915,725,1680,1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1832,1265,567,723,130,593,2.42,2.62,2.38,723,392,62,269,1832,72,260,1398,247,21322,55.3,723,399.819,723,532,183,0,8,0,368,"Census Tract 127.01, Bronx County, New York",1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,72.6,53.6,29.7,0.4,0.4,67,5,2,19
36005013500,2013500,3541,71.5,1,3,3541,0,1283,0,0,0,0,2180,3717,3460,1245,2885,2620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,3541,2474,1067,1415,89,1326,2.5,2.52,2.5,1415,868,27,520,3541,212,637,2633,401,22321,53.5,1415,757.025,1415,1123,247,32,0,13,650,"Census Tract 135, Bronx County, New York",2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,64.2,43.8,25.4,0.3,0.3,60,5,2,20.4
36005013800,2013800,2597,75.8,0,2,2597,1459,112,0,159,0,0,856,2480,2265,1590,710,315,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2597,2223,374,1070,660,410,2.42,2.6,2.13,1070,873,54,143,2597,241,184,1781,438,77586,20.4,1070,218.28,1070,1009,18,14,29,0,370,"Census Tract 138, Bronx County, New York",1626,1626,1626,1626,1626,1626,1626,1626,1626,1626,1626,1626,68.7,52.8,26.6,0.3,0,66,5,2,15.9
36005016100,2016100,4361,74.8,0,3,4361,26,1444,0,0,0,0,2891,4417,3860,1640,3095,2945,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,4361,2891,1470,1752,30,1722,2.48,4.93,2.44,1752,1125,46,581,4361,523,646,2857,547,16121,63.1,1752,1105.512,1752,1384,339,0,0,29,760,"Census Tract 161, Bronx County, New York",2541,2541,2541,2541,2541,2541,2541,2541,2541,2541,2541,2541,72.1,51.6,27.9,0.4,0,70,5,2,20.5
36005019500,2019500,7418,77,0,3,7418,106,2251,5,0,0,42,4695,7352,6805,1525,7280,6465,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,0,0,0,0,7418,4111,3307,2686,132,2554,2.69,2.3,2.71,2686,1831,221,634,7418,500,1152,5917,588,27281,39.9,2686,1071.714,2686,2277,360,19,0,30,1431,"Census Tract 195, Bronx County, New York",4852,4852,4852,4852,4852,4852,4852,4852,4852,4852,4852,4852,72.9,55.8,33.5,0.4,0.3,70,5,2,17.1
36005022902,2022902,3578,68.1,1,3,3578,38,776,0,20,0,15,2622,3537,3185,700,3660,3095,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,0,3578,1745,1833,1105,142,963,3.22,2.94,3.26,1105,728,63,314,3578,353,688,2633,246,35563,40.9,1105,451.945,1105,793,296,0,0,16,516,"Census Tract 229.02, Bronx County, New York",2168,2168,2168,2168,2168,2168,2168,2168,2168,2168,2168,2168,62.6,48.4,30.3,0.2,0,58,5,2,14.2
36005023302,2023302,3627,73.8,0,3,3627,66,497,0,80,0,0,2984,3647,3385,615,4180,4025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,3627,1653,1974,988,1,987,3.53,4,3.53,988,768,35,185,3627,325,558,2786,276,34477,42.1,988,415.948,988,641,317,15,15,0,493,"Census Tract 233.02, Bronx County, New York",2269,2269,2269,2269,2269,2269,2269,2269,2269,2269,2269,2269,68.9,49,31.3,0.2,0.2,65,5,2,19.9
36005024400,2024400,2277,69.3,1,1,2277,815,134,9,50,0,0,1269,2276,2155,960,1635,1105,10,0,205,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,85,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2277,1717,560,805,342,463,2.83,3.7,2.19,805,633,23,149,2277,119,351,1675,353,54705,21,805,169.05,805,733,48,24,0,0,415,"Census Tract 244, Bronx County, New York",1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,63,45.4,39,0.2,0.2,58,5,2,17.6
36005026900,2026900,3364,75.5,0,3,3364,28,535,0,149,0,12,2572,3802,3505,845,3475,3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,35,3364,2031,1333,1352,155,1197,2.46,2.35,2.48,1352,1106,28,218,3364,236,430,2600,339,37625,35.5,1352,479.96,1352,1055,297,0,0,0,789,"Census Tract 269, Bronx County, New York",2241,2241,2241,2241,2241,2241,2241,2241,2241,2241,2241,2241,70.5,53.8,32.3,0.3,0.1,65.9538,5,2,16.7
36005027300,2027300,7895,76.2,0,3,7895,238,1628,0,135,0,0,5736,7732,7035,1810,7510,6570,305,45,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,105,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,7895,4114,3781,2684,266,2418,2.86,3.56,2.78,2684,2263,66,355,7895,766,932,5522,1051,36902,39.3,2684,1054.812,2684,2028,599,43,0,14,1500,"Census Tract 273, Bronx County, New York",4829,4829,4829,4829,4829,4829,4829,4829,4829,4829,4829,4829,71,51.6,31.8,0.2,0.1,70,5,2,19.4
36005029500,2029500,4649,80.4,0,0,4649,2649,530,0,348,0,31,1003,4614,4265,2990,1200,800,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,4649,3529,1120,2002,837,1165,2.31,2.4,2.25,2002,1720,12,270,4649,292,429,3087,956,94421,7.7,2002,154.154,2002,1926,30,0,46,0,682,"Census Tract 295, Bronx County, New York",2863,2863,2863,2863,2863,2863,2863,2863,2863,2863,2863,2863,72,63.4,57.4,0.1,0,72,5,2,8.6
36005029700,2029700,3727,76.9,0,0,3727,2416,185,0,216,0,0,850,3791,3560,2300,1130,540,0,0,65,0,0,0,0,30,45,0,0,0,0,0,0,0,0,0,0,85,0,65,0,55,0,30,0,0,0,0,0,30,0,0,185,0,0,0,0,0,0,3727,2954,773,1663,917,746,2.12,2.32,1.88,1663,1409,17,237,3727,175,548,2083,1131,92981,10.4,1663,172.952,1663,1611,0,36,16,0,506,"Census Tract 297, Bronx County, New York",1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,66.2,57,49.7,0.2,0.1,71,5,2,9.2
36005031000,2031000,4776,64.7,1,0,4776,1632,1009,0,505,0,0,1539,4806,4535,2165,2835,1725,0,0,415,0,0,0,50,0,0,0,0,0,0,0,60,45,0,0,0,185,0,0,0,150,0,0,0,0,0,0,0,185,0,0,0,0,0,20,0,0,0,4776,3163,1613,1261,993,268,3.1,3.24,2.59,1261,1149,17,95,4776,235,269,2829,1581,89425,13.5,1261,170.235,1261,1164,28,63,6,0,714,"Census Tract 310, Bronx County, New York",2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,59.5,47,40.4,0.1,0,54,5,2,12.5
36005031600,2031600,1910,67.7,1,0,1910,644,89,0,233,0,34,902,1899,1855,835,1290,655,25,0,110,0,0,0,0,0,0,0,0,0,0,0,0,65,45,10,0,220,0,0,0,0,0,0,0,135,25,0,0,0,0,0,0,0,0,0,0,0,0,1910,1303,607,639,356,283,2.97,3.44,2.4,639,565,8,66,1910,73,272,1451,258,77386,13.6,639,86.904,639,581,11,28,19,0,430,"Census Tract 316, Bronx County, New York",1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,57.2,45.3,39.1,0,0,52,5,2,11.9
36005031800,2031800,1987,69,1,1,1987,654,429,0,179,0,0,725,2001,1900,750,1480,1010,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,20,0,0,0,0,60,0,0,0,25,0,0,0,0,45,0,0,0,55,1987,1207,780,576,305,271,3.14,3.14,3.15,576,467,27,82,1987,72,98,1410,433,79048,13.9,576,80.064,576,495,45,26,10,0,364,"Census Tract 318, Bronx County, New York",1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,60.9,45.1,38.7,0.1,0,55,5,2,15.8
36005032300,2032300,4400,77.6,0,0,4400,2637,525,0,370,0,187,601,4423,4205,2920,1255,570,0,0,0,0,0,0,0,245,55,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,130,0,0,0,0,0,100,0,0,60,0,0,0,0,0,45,4400,3264,1136,2398,1348,1050,1.81,1.89,1.71,2398,2007,122,269,4400,187,327,2754,1304,86416,12.7,2398,304.546,2398,2238,67,51,42,0,679,"Census Tract 323, Bronx County, New York",2493,2493,2493,2493,2493,2493,2493,2493,2493,2493,2493,2493,71.8,65.5,56,0.2,0,70,5,2,6.3
36005032400,2032400,3696,74.1,0,3,3696,344,769,0,118,0,167,2285,3173,3095,1195,2490,2170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3696,2333,1363,1258,147,1111,2.93,6.08,2.52,1258,983,45,230,3696,114,474,2925,462,18535,58.1,1258,730.898,1258,1008,227,23,0,0,515,"Census Tract 324, Bronx County, New York",2403,2403,2403,2403,2403,2403,2403,2403,2403,2403,2403,2403,70.2,51.5,28.8,0.2,0,69,5,2,18.7
36005033400,2033400,72,53.5,1,0,72,4,57,0,0,0,0,11,570,0,180,450,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,43,29,19,19,0,3.53,3.53,-,19,19,0,0,72,0,4,58,14,-,0,19,0,19,19,0,0,0,0,6,"Census Tract 334, Bronx County, New York",54,54,54,54,54,54,54,54,54,54,54,54,13,30,23.3,0,0,46,5,2,-17
36005036300,2036300,7735,75.1,0,3,7735,190,1637,0,0,69,0,5770,8121,7410,2345,6820,6395,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,7735,5528,2207,2538,195,2343,3,3.73,2.94,2538,1596,84,858,7735,578,1196,5942,739,19675,59.9,2538,1520.262,2538,2045,473,20,0,0,1445,"Census Tract 363, Bronx County, New York",4785,4785,4785,4785,4785,4785,4785,4785,4785,4785,4785,4785,69.8,52.1,30.6,0.1,0,69,5,2,17.7
36005037900,2037900,5268,72.1,1,3,5268,23,2439,0,121,0,101,2571,5360,4660,1725,4305,3000,115,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,0,0,0,0,5268,3313,1955,1480,40,1440,3.3,2.25,3.33,1480,973,52,455,5268,727,869,3850,322,23506,53.3,1480,788.84,1480,1181,207,0,0,92,635,"Census Tract 379, Bronx County, New York",3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,64,46.9,28.9,0.6,0.2,61,5,2,17.1
36005036902,2036902,2156,70.8,1,3,2156,40,550,0,0,0,0,1566,2150,1925,885,1410,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,2156,1625,531,747,22,725,2.82,2.27,2.84,747,494,41,212,2156,201,305,1569,192,18033,60.6,747,452.682,747,570,177,0,0,0,328,"Census Tract 369.02, Bronx County, New York",1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,64.3,46.8,24.6,0.2,0,65,5,2,17.5
36005037300,2037300,5908,70.4,1,1,5908,40,2195,1,3,0,9,3650,5858,5340,2050,4475,4330,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,5908,4231,1677,1901,268,1633,3.07,3.71,2.97,1901,1128,76,697,5908,626,1150,4104,576,29120,44.2,1901,840.242,1901,1667,215,0,0,19,863,"Census Tract 373, Bronx County, New York",3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,62.5,47.9,41.2,0.3,0,59,5,2,14.6
36005037800,2037800,3033,65.9,1,2,3033,23,1761,0,18,0,0,1231,3260,2945,1730,1595,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,475,0,0,0,0,3033,1951,1082,1065,147,918,2.84,3.54,2.72,1065,681,74,310,3033,289,437,2233,313,34656,31.7,1065,337.605,1065,900,134,0,0,31,344,"Census Tract 378, Bronx County, New York",1895,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895,59.3,43.2,27.3,0.3,0.2,56,5,2,16.1
36005038700,2038700,3622,65.3,1,3,3622,602,644,0,20,0,13,2314,3630,3350,1200,3115,2875,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3622,2083,1539,1197,60,1137,2.99,3.12,2.98,1197,875,118,204,3622,234,484,2860,212,31788,42.7,1197,511.119,1197,885,285,9,9,9,480,"Census Tract 387, Bronx County, New York",2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,54.9,38.4,23.8,0.5,0.1,53,5,2,16.5
36005039600,2039600,4741,55.8,1,0,4741,19,3711,0,18,0,55,860,4743,4325,3485,965,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,4741,3034,1707,1364,292,1072,3.45,4.51,3.17,1364,850,102,412,4741,304,914,3249,654,44145,31.3,1364,426.932,1364,1304,60,0,0,0,311,"Census Tract 396, Bronx County, New York",2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,46.4,36.6,30.4,0.3,0.1,44,5,2,9.8
36005040100,2040100,4610,74.3,0,3,4610,93,372,0,169,0,0,3949,4425,4080,640,4935,4640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,4610,2502,2108,1510,16,1494,3.04,3.25,3.04,1510,1060,101,349,4610,302,711,3652,346,34934,44,1510,664.4,1510,1057,412,18,23,0,839,"Census Tract 401, Bronx County, New York",3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,68.3,45.4,28.4,0.2,0.2,66,5,2,22.9
36005040600,2040600,3845,56.1,1,0,3845,2,2874,0,40,0,0,884,3870,3510,2625,1035,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,3845,2184,1661,1188,321,867,3.22,2.96,3.32,1188,801,48,339,3845,336,508,2662,524,45391,31.5,1188,374.22,1188,1172,16,0,0,0,257,"Census Tract 406, Bronx County, New York",2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,46.4,36.4,30.2,0.4,0.2,43,5,2,10
